"Pred_common","Prey_Name_Clean","Len_bin","NStomachs","Percent_Occur","Percent_Weight"
"Arrowtooth flounder","Atheresthes stomias","(40,60]",29,0.604040824828161,1.56097540189309
"Arrowtooth flounder","Myctophidae","(40,60]",10,0.208289939595918,0.0797089355489462
"Arrowtooth flounder","Hyperiidea","(20,40]",30,0.657894736842105,0.00799244380380396
"Arrowtooth flounder","Anoplopoma fimbria","(40,60]",4,0.083315975838367,0.0171538617558203
"Arrowtooth flounder","Gammaridea","(40,60]",23,0.47906686107061,0.0102680935039416
"Arrowtooth flounder","Cumacea","(20,40]",5,0.109649122807018,0.00134775021603704
"Arrowtooth flounder","Gammaridea","(20,40]",58,1.2719298245614,0.0338871636645567
"Arrowtooth flounder","Mysidacea","(20,40]",60,1.31578947368421,0.123086647675741
"Arrowtooth flounder","Gadidae","(60,80]",34,5.57377049180328,2.24847161008566
"Arrowtooth flounder","Isopoda","(40,60]",5,0.104144969797959,0.00387173066983485
"Arrowtooth flounder","Salmonidae","(20,40]",2,0.043859649122807,0.0367679288544244
"Arrowtooth flounder","Osmeridae","(0,20]",73,8.99014778325123,27.0965630357364
"Arrowtooth flounder","Offal","(60,80]",5,0.819672131147541,0.164925209160296
"Arrowtooth flounder","Pleurogrammus monopterygius","(20,40]",1,0.0219298245614035,0.13319518147131
"Arrowtooth flounder","Pandalidae","(0,20]",40,4.92610837438424,4.59241622231557
"Arrowtooth flounder","Caridea","(20,40]",308,6.75438596491228,1.06564125812769
"Arrowtooth flounder","Crangonidae","(0,20]",41,5.04926108374384,2.14725661288095
"Arrowtooth flounder","Hippolytidae","(0,20]",6,0.738916256157635,0.310605365220915
"Walleye pollock","Zoarcidae","(20,40]",2,0.0827472072817542,0.053547437749283
"Arrowtooth flounder","Chaetognatha","(40,60]",6,0.124973963757551,0.000759901721086807
"Arrowtooth flounder","Ammodytidae","(20,40]",116,2.54385964912281,3.54992520800654
"Arrowtooth flounder","Copepoda","(40,60]",16,0.333263903353468,0.00361805627593013
"Arrowtooth flounder","Polychaeta","(20,40]",59,1.29385964912281,0.102659070458713
"Arrowtooth flounder","Cumacea","(40,60]",2,0.0416579879191835,2.69150550562033e-05
"Arrowtooth flounder","Clupeoidei","(20,40]",38,0.833333333333333,4.19535097838322
"Arrowtooth flounder","Zoarcidae","(20,40]",29,0.635964912280702,0.842722558044575
"Arrowtooth flounder","Pandalidae","(60,80]",40,6.55737704918033,0.224829775477199
"Arrowtooth flounder","Copepoda","(20,40]",25,0.548245614035088,0.0175521053059543
"Arrowtooth flounder","Ammodytidae","(40,60]",156,3.24932305769631,3.86804779313466
"Arrowtooth flounder","Pleuronectiformes","(20,40]",45,0.986842105263158,0.492568094061731
"Arrowtooth flounder","Annelida","(20,40]",1,0.0219298245614035,0.00812314707248912
"Arrowtooth flounder","Paguridae","(60,80]",2,0.327868852459016,0.0112233523887519
"Arrowtooth flounder","Hippoglossoides elassodon","(60,80]",6,0.983606557377049,1.06459224362365
"Arrowtooth flounder","Mysidacea","(40,60]",18,0.374921891272652,0.0130147748724271
"Arrowtooth flounder","Caprellidae","(40,60]",1,0.0208289939595918,2.51207180524564e-05
"Walleye pollock","Echinodermata","(40,60]",2,0.0284900284900285,0.0157070926842136
"Arrowtooth flounder","Zoarcidae","(40,60]",65,1.35388460737346,0.964187258113941
"Arrowtooth flounder","Offal","(40,60]",25,0.520724848989794,1.45346411163959
"Arrowtooth flounder","Sebastes sp.","(60,80]",4,0.655737704918033,0.449599877192384
"Arrowtooth flounder","Crangonidae","(40,60]",121,2.5203082691106,0.14198050409548
"Arrowtooth flounder","Ammodytidae","(0,20]",20,2.46305418719212,3.99206704625425
"Arrowtooth flounder","Teleostei unid","(0,20]",127,15.64039408867,10.680188662626
"Arrowtooth flounder","Hyperiidea","(40,60]",21,0.437408873151427,0.00149827139812865
"Arrowtooth flounder","Chaetognatha","(20,40]",24,0.526315789473684,0.0376881450140147
"Arrowtooth flounder","Caridea","(40,60]",202,4.20745677983753,0.255685217667965
"Arrowtooth flounder","Hippolytidae","(40,60]",26,0.541553842949386,0.0164738080314002
"Arrowtooth flounder","Bivalvia","(40,60]",11,0.229118933555509,0.00511206612367489
"Walleye pollock","Pandalidae","(0,20]",15,0.840336134453782,0.993055220273779
"Pacific halibut","Lepidopsetta sp.","(80,280]",5,0.448430493273543,0.438497404545797
"Pacific halibut","Gadus chalcogrammus","(80,280]",478,42.8699551569507,55.0073941589928
"Pacific halibut","Atheresthes stomias","(80,280]",30,2.69058295964126,3.41967032098108
"Pacific halibut","Paguridae","(40,60]",1260,52.0446096654275,21.3637439196747
"Pacific halibut","Brachyura","(40,60]",444,18.3395291201983,6.39800812068338
"Pacific halibut","Gadus chalcogrammus","(40,60]",151,6.23709211069806,11.1388050338035
"Pacific halibut","Majidae","(20,40]",160,13.5593220338983,6.42335523151519
"Pacific halibut","Euphausiacea","(40,60]",86,3.55225113589426,0.905015658887205
"Pacific halibut","Majidae","(40,60]",566,23.3787691036762,11.6792071230102
"Pacific halibut","Gadus chalcogrammus","(60,80]",463,18.1071568244036,33.7596336819631
"Pacific halibut","Holothuroidea","(40,60]",4,0.165220983064849,0.0728685035377617
"Pacific halibut","Chionoecetes bairdi","(60,80]",442,17.2858818928432,8.53986366514048
"Pacific halibut","Gadus macrocephalus","(80,280]",18,1.61434977578475,2.26346697058182
"Pacific halibut","Paguridae","(60,80]",581,22.7219397731717,4.5455835105526
"Pacific halibut","Sebastes sp.","(80,280]",46,4.12556053811659,5.10809057368696
"Pacific halibut","Chionoecetes bairdi","(80,280]",130,11.6591928251121,3.62648010102291
"Pacific halibut","Teleostei unid","(80,280]",145,13.0044843049327,1.09098264898567
"Pacific halibut","Octopoda","(40,60]",57,2.3543990086741,1.54694269280771
"Pacific halibut","Gastropod","(40,60]",71,2.93267244940107,0.262714280348683
"Pacific halibut","Majidae","(60,80]",561,21.9397731716856,8.51801723593651
"Pacific halibut","Chionoecetes bairdi","(40,60]",372,15.365551425031,7.21026678440203
"Pacific halibut","Mysidacea","(0,20]",4,4.54545454545455,1.44533763700064
"Pacific halibut","Paguridae","(0,20]",41,46.5909090909091,31.0119406339057
"Pacific halibut","Crangonidae","(0,20]",24,27.2727272727273,27.2295482170764
"Pacific halibut","Pandalidae","(0,20]",3,3.40909090909091,0.958110744527635
"Pacific halibut","Pandalidae","(80,280]",22,1.97309417040359,0.0371498553670254
"Pacific halibut","Cottidae","(60,80]",41,1.60344153304654,0.414136864992894
"Pacific halibut","Octopoda","(60,80]",142,5.55338287055143,4.50427220548657
"Pacific halibut","Pleuronectiformes","(80,280]",66,5.91928251121076,2.58328646092679
"Pacific halibut","Polychaeta","(60,80]",68,2.6593664450528,0.497540773045982
"Pacific halibut","Gastropod","(60,80]",52,2.0336331638639,0.0862620476976374
"Pacific halibut","Paguridae","(80,280]",73,6.54708520179372,0.322140346679879
"Pacific halibut","Polychaeta","(80,280]",14,1.25560538116592,0.131572250561196
"Pacific halibut","Crangonidae","(20,40]",165,13.9830508474576,3.95933732995021
"Pacific halibut","Paguridae","(20,40]",813,68.8983050847458,41.7445551440537
"Pacific halibut","Unid","(20,40]",12,1.01694915254237,0.0674052729107892
"Pacific halibut","Teleostei unid","(20,40]",208,17.6271186440678,5.47698092918628
"Pacific halibut","Caridea","(20,40]",41,3.47457627118644,0.530772038115897
"Pacific halibut","Bivalvia","(40,60]",107,4.41966129698472,0.366487598673595
"Pacific halibut","Crustacea","(40,60]",9,0.371747211895911,0.0394762698688602
"Pacific halibut","Gammaridea","(60,80]",35,1.3687915526007,0.0206924089918964
"Pacific halibut","Ammodytidae","(60,80]",148,5.78803285099726,2.54079426590772
"Pacific halibut","Teleostei unid","(40,60]",420,17.3482032218092,4.1668523320911
"Pacific halibut","Ammodytidae","(40,60]",181,7.47624948368443,7.29881739874091
"Pacific halibut","Euphausiacea","(80,280]",15,1.34529147982063,0.1345277761357
"Pacific halibut","Crangonidae","(40,60]",117,4.83271375464684,0.594197681243255
"Pacific halibut","Teuthida","(20,40]",3,0.254237288135593,0.166014845340153
"Pacific halibut","Brachyura","(60,80]",357,13.9616738365272,3.94267643547502
"Pacific halibut","Rajidae","(60,80]",5,0.195541650371529,0.0524065353016673
"Arrowtooth flounder","Polychaeta","(40,60]",24,0.499895855030202,0.011122646501976
"Arrowtooth flounder","Cottidae","(20,40]",23,0.504385964912281,0.377801666299737
"Arrowtooth flounder","Cephalopoda","(20,40]",5,0.109649122807018,0.0394104964985575
"Pacific halibut","Caridea","(60,80]",21,0.821274931560422,0.0382858115571443
"Pacific halibut","Teleostei unid","(60,80]",457,17.8725068439578,2.7150909351376
"Pacific halibut","Unid","(60,80]",40,1.56433320297223,0.68977208322311
"Pacific halibut","Crangonidae","(60,80]",43,1.68165819319515,0.0639789991629207
"Pacific halibut","Anoplopoma fimbria","(60,80]",6,0.234649980445835,0.215970950200249
"Pacific halibut","Bivalvia","(20,40]",33,2.79661016949153,0.83031623084849
"Pacific halibut","Ammodytidae","(20,40]",87,7.3728813559322,8.11244880453857
"Pacific halibut","Octopoda","(80,280]",107,9.59641255605381,5.09500899249473
"Pacific halibut","Brachyura","(80,280]",59,5.2914798206278,1.00555882877215
"Arrowtooth flounder","Brachyura","(20,40]",19,0.416666666666667,0.0294860059349059
"Arrowtooth flounder","Paguridae","(40,60]",4,0.083315975838367,0.000585851031723359
"Pacific halibut","Osmeridae","(40,60]",142,5.86534489880215,5.31505895982819
"Pacific halibut","Annelida","(40,60]",62,2.56092523750516,0.484192512427812
"Pacific halibut","Cottidae","(40,60]",120,4.95662949194548,1.69686666776941
"Pacific halibut","Osmeridae","(60,80]",215,8.40829096597575,4.30634934480116
"Pacific halibut","Zoarcidae","(40,60]",21,0.867410161090459,0.490014227533435
"Pacific halibut","Atheresthes stomias","(60,80]",24,0.93859992178334,1.08462770847864
"Pacific halibut","Bivalvia","(60,80]",129,5.04497457958545,0.212817495560829
"Arrowtooth flounder","Thecosomata","(40,60]",1,0.0208289939595918,2.15320440449627e-05
"Pacific halibut","Offal","(20,40]",4,0.338983050847458,0.688046263061705
"Pacific halibut","Gammaridea","(20,40]",65,5.50847457627119,0.217143203985642
"Pacific halibut","Sebastes sp.","(20,40]",2,0.169491525423729,0.00986522790436682
"Pacific halibut","Offal","(80,280]",52,4.66367713004484,4.56745444520999
"Pacific halibut","Chionoecetes bairdi","(20,40]",80,6.77966101694915,2.19012330138374
"Pacific halibut","Offal","(60,80]",86,3.3633163863903,3.67694679840432
"Pacific halibut","Polychaeta","(20,40]",63,5.33898305084746,0.640169301318607
"Pacific halibut","Osmeridae","(20,40]",30,2.54237288135593,3.95370717463105
"Pacific halibut","Cumacea","(20,40]",12,1.01694915254237,0.118510854695316
"Pacific halibut","Agonidae","(20,40]",17,1.4406779661017,0.341823740894164
"Pacific halibut","Brachyura","(20,40]",245,20.7627118644068,7.15156279466895
"Pacific halibut","Zoarcidae","(60,80]",15,0.586624951114587,0.155798105584983
"Pacific halibut","Annelida","(80,280]",6,0.538116591928251,0.00825516160210651
"Pacific halibut","Hippolytidae","(80,280]",6,0.538116591928251,0.00426644417609794
"Pacific halibut","Cyclopteridae","(80,280]",5,0.448430493273543,0.254956379326877
"Pacific halibut","Cottidae","(80,280]",18,1.61434977578475,0.545237399056152
"Pacific halibut","Annelida","(60,80]",38,1.48611654282362,0.197885843209211
"Pacific halibut","Lithodidae","(40,60]",8,0.330441966129699,0.124733581813794
"Pacific halibut","Gadidae","(60,80]",77,3.01134141572155,2.03996467464061
"Pacific halibut","Lepidopsetta sp.","(40,60]",3,0.123915737298637,0.0492083627601448
"Pacific halibut","Cephalopoda","(20,40]",1,0.0847457627118644,0.222501460527061
"Pacific halibut","Pleuronectiformes","(40,60]",75,3.09789343246592,1.22808842664821
"Pacific halibut","Hippolytidae","(40,60]",57,2.3543990086741,0.503184677909154
"Pacific halibut","Pandalidae","(40,60]",76,3.13919867823214,0.941477699742714
"Pacific halibut","Agonidae","(40,60]",25,1.03263114415531,0.16797418894923
"Pacific halibut","Teuthida","(60,80]",34,1.3296832225264,0.833637113859413
"Pacific halibut","Pandalidae","(60,80]",61,2.38560813453266,0.578542251592003
"Pacific halibut","Pleuronectiformes","(60,80]",81,3.16777473601877,1.95389630179377
"Pacific halibut","Salmonidae","(80,280]",16,1.43497757847534,4.33533940417247
"Pacific halibut","Osmeridae","(80,280]",48,4.30493273542601,0.910403930533507
"Pacific halibut","Anomura","(40,60]",106,4.3783560512185,3.11064039166323
"Pacific halibut","Sebastes sp.","(60,80]",27,1.05592491200626,1.98685912973795
"Pacific halibut","Cottidae","(20,40]",66,5.59322033898305,2.1750051599199
"Pacific halibut","Cyclopteridae","(20,40]",4,0.338983050847458,0.119649697743439
"Pacific halibut","Majidae","(80,280]",122,10.9417040358744,1.67550426688569
"Pacific halibut","Gadus macrocephalus","(60,80]",20,0.782166601486117,1.12333344991915
"Pacific halibut","Anomura","(80,280]",9,0.807174887892377,0.00848320436934416
"Pacific halibut","Zoarcidae","(20,40]",4,0.338983050847458,0.588255140969913
"Pacific halibut","Hyperiidea","(40,60]",2,0.0826104915324246,0.00216991378560235
"Pacific halibut","Polychaeta","(40,60]",104,4.29574555968608,0.55199201064469
"Arrowtooth flounder","Lepidopsetta sp.","(20,40]",6,0.131578947368421,0.0701685180452155
"Arrowtooth flounder","Cumacea","(0,20]",1,0.123152709359606,0.000834462175220369
"Arrowtooth flounder","Lepidopsetta sp.","(0,20]",2,0.246305418719212,0.120626143329078
"Arrowtooth flounder","Brachyura","(40,60]",10,0.208289939595918,0.00544401846936806
"Arrowtooth flounder","Pleurogrammus monopterygius","(40,60]",2,0.0416579879191835,0.194510617048672
"Arrowtooth flounder","Sebastes sp.","(40,60]",8,0.166631951676734,0.367506236253917
"Arrowtooth flounder","Pleuronectiformes","(0,20]",5,0.61576354679803,0.37773321131642
"Arrowtooth flounder","Pleurogrammus monopterygius","(0,20]",1,0.123152709359606,0.018543603893786
"Arrowtooth flounder","Caridea","(0,20]",40,4.92610837438424,1.40198917238969
"Pacific halibut","Bivalvia","(80,280]",22,1.97309417040359,0.0755173040165048
"Pacific halibut","Ammodytidae","(80,280]",37,3.31838565022422,0.326918592948789
"Pacific halibut","Gammaridea","(40,60]",59,2.43700950020653,0.0601308534048389
"Arrowtooth flounder","Cephalopoda","(40,60]",10,0.208289939595918,0.0277072548433576
"Pacific halibut","Hippolytidae","(0,20]",3,3.40909090909091,0.22471680575275
"Pacific halibut","Caridea","(0,20]",12,13.6363636363636,1.6858867631587
"Pacific halibut","Cottidae","(0,20]",5,5.68181818181818,4.48514315481966
"Pacific halibut","Gammaridea","(0,20]",21,23.8636363636364,3.33346952533682
"Pacific halibut","Pandalidae","(20,40]",36,3.05084745762712,0.993704619408908
"Pacific halibut","Hippolytidae","(20,40]",59,5,1.16937827735096
"Pacific halibut","Stichaeidae","(20,40]",22,1.86440677966102,0.853235447191968
"Pacific halibut","Caridea","(80,280]",9,0.807174887892377,0.00979059809377672
"Pacific halibut","Majidae","(0,20]",6,6.81818181818182,3.23898632291805
"Arrowtooth flounder","Gadus chalcogrammus","(0,20]",21,2.58620689655172,5.30068917303872
"Arrowtooth flounder","Gammaridea","(0,20]",10,1.23152709359606,0.0928107374883989
"Pacific halibut","Agonidae","(60,80]",12,0.46929996089167,0.090768772729855
"Arrowtooth flounder","Pleuronectiformes","(60,80]",31,5.08196721311475,2.63833236769926
"Arrowtooth flounder","Thecosomata","(0,20]",3,0.369458128078818,0.0101989821415823
"Arrowtooth flounder","Polychaeta","(0,20]",7,0.862068965517241,0.0751943137893022
"Pacific halibut","Stichaeidae","(40,60]",42,1.73482032218092,0.52416918294169
"Pacific halibut","Gadidae","(80,280]",44,3.94618834080717,1.48993285535215
"Pacific halibut","Cephalopoda","(60,80]",34,1.3296832225264,0.476179898699776
"Pacific halibut","Unid","(40,60]",33,1.36307311028501,0.082896205301619
"Arrowtooth flounder","Unid","(0,20]",4,0.492610837438424,0.0297624842495265
"Pacific halibut","Brachyura","(0,20]",16,18.1818181818182,15.3164931921022
"Arrowtooth flounder","Paguridae","(20,40]",2,0.043859649122807,0.00248376928030996
"Pacific halibut","Echinodermata","(40,60]",2,0.0826104915324246,0.0034095829692026
"Arrowtooth flounder","Teuthida","(20,40]",14,0.307017543859649,0.268515817966099
"Pacific halibut","Atheresthes stomias","(40,60]",14,0.578273440726972,0.55360196448046
"Pacific halibut","Lithodidae","(80,280]",11,0.986547085201794,0.116149738019366
"Pacific halibut","Lepidopsetta sp.","(60,80]",2,0.0782166601486116,0.0761565011699334
"Pacific halibut","Hippoglossoides elassodon","(60,80]",4,0.156433320297223,0.12464099023425
"Pacific halibut","Hippoglossus stenolepis","(20,40]",3,0.254237288135593,0.0132390504344317
"Pacific halibut","Gadus chalcogrammus","(20,40]",13,1.10169491525424,2.11433329653114
"Pacific halibut","Hippoglossoides elassodon","(40,60]",5,0.206526228831062,0.0528859823095853
"Pacific halibut","Invertebrate","(60,80]",22,0.860383261634728,0.0426614536916914
"Pacific halibut","Aves","(60,80]",2,0.0782166601486116,0.0101922042776574
"Pacific halibut","Liminda aspera","(80,280]",6,0.538116591928251,0.396824628226331
"Pacific halibut","Pleuronectiformes","(20,40]",37,3.13559322033898,1.50435472441828
"Pacific halibut","Mollusca","(40,60]",23,0.950020652622883,0.104652911896677
"Pacific halibut","Lithodidae","(60,80]",13,0.508408290965976,0.252476310420097
"Pacific halibut","Teuthida","(80,280]",21,1.88340807174888,0.504105439604079
"Arrowtooth flounder","Caridea","(60,80]",10,1.63934426229508,0.0212273380289071
"Pacific halibut","Hippoglossus stenolepis","(40,60]",4,0.165220983064849,0.188404094763539
"Pacific halibut","Echinodermata","(80,280]",5,0.448430493273543,0.0242860679420591
"Pacific halibut","Stichaeidae","(60,80]",27,1.05592491200626,0.282310067962806
"Arrowtooth flounder","Teuthida","(60,80]",9,1.47540983606557,0.0344369389838767
"Pacific halibut","Ophiurida","(40,60]",36,1.48698884758364,0.0866536642765407
"Pacific halibut","Hippolytidae","(60,80]",23,0.899491591709034,0.0550438542942265
"Pacific halibut","Pleurogrammus monopterygius","(80,280]",8,0.717488789237668,1.15027484271574
"Pacific halibut","Cnidaria","(60,80]",33,1.29057489245209,0.363042202737209
"Pacific halibut","Teleostei unid","(0,20]",16,18.1818181818182,4.23999754854394
"Pacific halibut","Decapoda","(0,20]",1,1.13636363636364,0.00510720013074432
"Pacific halibut","Invertebrate","(40,60]",20,0.826104915324246,0.0655132644388807
"Pacific halibut","Euphausiacea","(60,80]",58,2.26828314430974,0.237858604479591
"Arrowtooth flounder","Clupeoidei","(60,80]",8,1.31147540983607,1.26222212656885
"Pacific halibut","Isopoda","(20,40]",19,1.61016949152542,0.170591570839798
"Pacific halibut","Cephalopoda","(80,280]",17,1.52466367713004,0.195668449019662
"Pacific halibut","Ophiurida","(60,80]",43,1.68165819319515,0.0389155941447578
"Pacific halibut","Liminda aspera","(20,40]",1,0.0847457627118644,0.0443579367243968
"Pacific halibut","Gadidae","(40,60]",45,1.85873605947955,1.3555063159788
"Pacific halibut","Pholidae","(40,60]",13,0.53696819496076,0.140524089761338
"Pacific halibut","Caridea","(40,60]",45,1.85873605947955,0.081917694406602
"Pacific halibut","Clupeoidei","(80,280]",25,2.24215246636771,0.965419541869354
"Pacific halibut","Unid","(80,280]",12,1.0762331838565,0.282713947719406
"Pacific halibut","Hippoglossoides elassodon","(80,280]",7,0.62780269058296,0.476765485229573
"Pacific halibut","Gastropod","(80,280]",13,1.16591928251121,0.0174887552497533
"Arrowtooth flounder","Crustacea","(20,40]",37,0.81140350877193,0.0184438191951148
"Arrowtooth flounder","Gadus macrocephalus","(60,80]",10,1.63934426229508,2.27730610751313
"Arrowtooth flounder","Hippoglossoides elassodon","(20,40]",5,0.109649122807018,0.223075055395182
"Pacific halibut","Isopoda","(60,80]",10,0.391083300743058,0.0497295416765994
"Pacific halibut","Cephalopoda","(40,60]",20,0.826104915324246,0.344710809043591
"Pacific halibut","Teuthida","(40,60]",9,0.371747211895911,0.068550355395841
"Arrowtooth flounder","Zoarcidae","(60,80]",1,0.163934426229508,0.0337773219864053
"Arrowtooth flounder","Cottidae","(60,80]",2,0.327868852459016,0.296926283179515
"Arrowtooth flounder","Annelida","(40,60]",1,0.0208289939595918,0.000122014916254788
"Arrowtooth flounder","Crangonidae","(60,80]",10,1.63934426229508,0.020903077710524
"Arrowtooth flounder","Bathylagidae","(40,60]",10,0.208289939595918,0.334087606727633
"Arrowtooth flounder","Lepidopsetta sp.","(60,80]",5,0.819672131147541,1.07520776203155
"Arrowtooth flounder","Stichaeidae","(0,20]",24,2.95566502463054,5.61565228517468
"Arrowtooth flounder","Atheresthes stomias","(60,80]",4,0.655737704918033,0.967094686752536
"Arrowtooth flounder","Atheresthes stomias","(20,40]",10,0.219298245614035,0.127649453996258
"Arrowtooth flounder","Osmeridae","(60,80]",26,4.26229508196721,0.617403975491177
"Arrowtooth flounder","Atheresthes stomias","(0,20]",4,0.492610837438424,0.751015957698332
"Arrowtooth flounder","Gadus macrocephalus","(40,60]",10,0.208289939595918,0.708510114962493
"Arrowtooth flounder","Salmonidae","(40,60]",7,0.145802957717142,0.844176347141787
"Arrowtooth flounder","Sebastes sp.","(20,40]",7,0.153508771929825,0.148940650007308
"Pacific halibut","Rajidae","(80,280]",3,0.269058295964126,0.248033184878559
"Pacific halibut","Invertebrate","(20,40]",8,0.677966101694915,0.0222074394384015
"Pacific halibut","Mollusca","(20,40]",18,1.52542372881356,0.746098787439783
"Pacific halibut","Cnidaria","(40,60]",29,1.19785212722016,0.439357284725681
"Pacific halibut","Zoarcidae","(80,280]",5,0.448430493273543,0.130671896223302
"Pacific halibut","Gastropod","(20,40]",10,0.847457627118644,0.0876909147054828
"Pacific halibut","Mysidacea","(40,60]",7,0.289136720363486,0.0202663246660753
"Pacific halibut","Trichodon trichodon","(80,280]",1,0.0896860986547085,0.0878869372336486
"Pacific halibut","Holothuroidea","(80,280]",1,0.0896860986547085,0.00241705862521876
"Arrowtooth flounder","Cottidae","(0,20]",5,0.61576354679803,1.01841472584673
"Pacific halibut","Rajidae","(40,60]",3,0.123915737298637,0.0375389172337584
"Pacific halibut","Clupeoidei","(40,60]",43,1.77612556794713,3.28479715967281
"Arrowtooth flounder","Stichaeidae","(60,80]",1,0.163934426229508,0.0485280841504202
"Arrowtooth flounder","Hippoglossoides elassodon","(40,60]",5,0.104144969797959,0.119030036649055
"Arrowtooth flounder","Liminda aspera","(20,40]",1,0.0219298245614035,0.00855068112893591
"Pacific halibut","Mollusca","(60,80]",10,0.391083300743058,0.0686829488814782
"Pacific cod","Amphipoda","(20,40]",12,0.661521499448732,0.0295709964584146
"Arrowtooth flounder","Atheresthes stomias","(80,280]",1,14.2857142857143,20.603686696926
"Arrowtooth flounder","Ophiurida","(40,60]",5,0.104144969797959,0.00908383108146863
"Arrowtooth flounder","Hippoglossus stenolepis","(20,40]",2,0.043859649122807,0.00594475926106973
"Arrowtooth flounder","Pleurogrammus monopterygius","(60,80]",7,1.14754098360656,1.44542427473946
"Arrowtooth flounder","Agonidae","(0,20]",1,0.123152709359606,0.129805227256502
"Arrowtooth flounder","Gadidae","(0,20]",8,0.985221674876847,1.02342149889805
"Pacific halibut","Euphausiacea","(20,40]",57,4.83050847457627,2.23379366161783
"Pacific halibut","Lepidopsetta sp.","(20,40]",2,0.169491525423729,0.0252396090540294
"Arrowtooth flounder","Isopoda","(20,40]",1,0.0219298245614035,0.000997579465042523
"Arrowtooth flounder","Gadus chalcogrammus","(80,280]",4,57.1428571428571,76.6173960221784
"Pacific cod","Holothuroidea","(40,60]",14,0.261291526689063,0.0595491724791814
"Walleye pollock","Thecosomata","(60,80]",29,3.60696517412935,0.34502654422237
"Walleye pollock","Decapoda","(40,60]",32,0.455840455840456,0.133180686799415
"Pacific cod","Hexagrammidae","(40,60]",1,0.0186636804777902,0.000567605042279806
"Arrowtooth flounder","Agonidae","(20,40]",6,0.131578947368421,0.0340032086227351
"Arrowtooth flounder","Hippoglossus stenolepis","(0,20]",1,0.123152709359606,0.0891947347291106
"Pacific cod","Gadus chalcogrammus","(0,20]",2,0.537634408602151,1.55327279043224
"Pacific cod","Majidae","(0,20]",5,1.34408602150538,0.87493271950619
"Pacific cod","Stichaeidae","(0,20]",1,0.268817204301075,0.259578642785432
"Pacific cod","Copepoda","(0,20]",40,10.752688172043,5.25093238358089
"Pacific cod","Brachyura","(0,20]",47,12.6344086021505,6.5062623347572
"Pacific cod","Pandalidae","(0,20]",8,2.1505376344086,2.40491977874738
"Pacific cod","Invertebrate","(60,80]",44,1.43556280587276,0.260286753911678
"Pacific cod","Pleurogrammus monopterygius","(80,280]",10,5.31914893617021,8.46635089444583
"Pacific cod","Hippoglossus stenolepis","(20,40]",1,0.0551267916207277,0.0369083829985205
"Pacific cod","Lepidopsetta sp.","(40,60]",4,0.0746547219111609,0.0307518540515159
"Pacific cod","Teuthida","(20,40]",12,0.661521499448732,0.0308554081867631
"Pacific cod","Mollusca","(20,40]",19,1.04740904079383,0.318475055217633
"Pacific cod","Trichodon trichodon","(60,80]",7,0.228384991843393,0.627104998472219
"Pacific cod","Sebastes sp.","(60,80]",36,1.17455138662316,1.49596655186522
"Pacific cod","Sebastes sp.","(80,280]",1,0.531914893617021,0.444356216748252
"Pacific cod","Echinodea","(60,80]",5,0.163132137030995,0.0279817583961421
"Pacific cod","Hippoglossus stenolepis","(60,80]",3,0.097879282218597,0.00239090464642418
"Pacific cod","Thecosomata","(40,60]",13,0.242627846211273,0.0985584459718636
"Walleye pollock","Ammodytidae","(20,40]",7,0.28961522548614,0.374786414255425
"Walleye pollock","Thecosomata","(0,20]",34,1.9047619047619,0.719469523521536
"Walleye pollock","Unid","(60,80]",15,1.86567164179104,0.266766949904477
"Walleye pollock","Gastropod","(20,40]",3,0.124120810922631,0.0125080971383662
"Walleye pollock","Crustacea","(20,40]",68,2.81340504757964,0.259023746989898
"Arrowtooth flounder","Brachyura","(0,20]",3,0.369458128078818,0.0170601155822831
"Arrowtooth flounder","Copepoda","(0,20]",5,0.61576354679803,0.0613793288884316
"Walleye pollock","Clupeoidei","(60,80]",1,0.124378109452736,0.762372324918517
"Pacific cod","Anomura","(20,40]",83,4.5755237045204,3.13631568116738
"Pacific cod","Caprellidae","(20,40]",20,1.10253583241455,0.032006949736317
"Pacific halibut","Octopoda","(20,40]",7,0.593220338983051,0.123365173187941
"Pacific halibut","Annelida","(20,40]",21,1.77966101694915,0.896942819825125
"Arrowtooth flounder","Ammodytidae","(60,80]",21,3.44262295081967,0.628052782981197
"Arrowtooth flounder","Invertebrate","(40,60]",5,0.104144969797959,0.00241338327003957
"Walleye pollock","Cephalopoda","(20,40]",7,0.28961522548614,0.0156579464177358
"Pacific cod","Crustacea","(0,20]",21,5.64516129032258,1.49620366234926
"Pacific cod","Hyperiidea","(0,20]",5,1.34408602150538,0.1045949237106
"Arrowtooth flounder","Polychaeta","(60,80]",3,0.491803278688525,0.00172733348309804
"Walleye pollock","Brachyura","(60,80]",10,1.24378109452736,0.101824069829832
"Arrowtooth flounder","Chionoecetes bairdi","(0,20]",1,0.123152709359606,0.071392874991076
"Walleye pollock","Decapoda","(0,20]",6,0.336134453781513,0.0719126477322107
"Arrowtooth flounder","Crustacea","(0,20]",6,0.738916256157635,0.0406104925273913
"Pacific cod","Caridea","(80,280]",7,3.72340425531915,0.0165750808562868
"Pacific cod","Chionoecetes sp.","(40,60]",94,1.75438596491228,0.641024754498699
"Arrowtooth flounder","Thecosomata","(20,40]",7,0.153508771929825,0.0022191053406048
"Arrowtooth flounder","Copepoda","(60,80]",2,0.327868852459016,0.011082798486487
